6	2	0.168407212121481	0.116923076923077	82	135	128	2
17	2	0.151249994609304	0.116923076923077	88	107	108	3
26	2	0.248409549044715	0.0997506234413965	98	120	125	1
29	2	0.260452072321232	0.0997506234413965	87	142	134	1
77	2	0.142858964251791	0.0997506234413965	84	108	110	1
83	2	0.246424798176129	0.0922693266832918	83	124	101	2
110	2	0.126438584938183	0.172588832487310	75	101	83	1
118	2	0.256412166101234	0.116923076923077	97	123	111	1
121	2	0.244446348081764	0.0997506234413965	79	117	139	1
123	2	0.139536701560173	0.0897755610972568	73	114	88	1
144	2	0.154641008845181	0.154867256637168	83	100	100	1
160	2	0.178949225056871	0.140077821011673	92	115	108	1
162	2	0.213624175387056	0.0997506234413965	97	129	133	1
172	2	0.215505761659127	0.116923076923077	85	120	114	2
179	2	0.154641008845181	0.0947630922693268	97	108	103	1
181	2	0.0980409849410648	0.0748129675810474	58	67	68	1
188	2	0.252398073885428	0.0997506234413965	89	153	121	1
190	2	0.206155725075207	0.140077821011673	81	121	92	1
191	2	0.184291891521866	0.0947630922693268	81	124	106	1
200	2	0.166668512018778	0.172588832487310	82	96	94	1
214	2	0.242474168805662	0.0997506234413965	86	153	128	2
221	2	0.223090814394400	0.0997506234413965	109	140	134	1
234	2	0.182505630502537	0.0947630922693268	81	156	136	2
253	2	0.173654546473192	0.116923076923077	80	117	111	1
254	2	0.228842019924087	0.0997506234413965	94	181	149	2
8	3	0.223090814394400	0.0947630922693268	92	134	134	1
11	3	0.163206589811943	0.0847880299251871	67	76	97	1
13	3	0.225001892085224	0.0997506234413965	94	147	127	1
28	3	0.300167762162757	0.0997506234413965	90	124	129	1
31	3	0.154641008845181	0.140077821011673	78	113	109	2
45	3	0.0980409849410648	0.0847880299251871	72	86	79	1
50	3	0.186083557248204	0.0997506234413965	83	123	130	1
51	3	0.105784571558162	0.0847880299251871	84	89	82	1
75	3	0.152943008341245	0.0822942643391521	73	104	89	1
87	3	0.120001795914702	0.0997506234413965	81	132	115	1
99	3	0.118404076499485	0.0798004987531173	75	99	83	1
108	3	0.186083557248204	0.0947630922693268	87	103	124	1
112	3	0.291599945718551	0.0997506234413965	113	182	134	2
131	3	0.126438584938183	0.0847880299251871	69	88	99	1
136	3	0.200614432119322	0.0997506234413965	90	122	135	1
137	3	0.104227129087227	0.0847880299251871	75	100	84	1
150	3	0.219286491716048	0.0922693266832918	100	120	114	1
158	3	0.195123821563101	0.0997506234413965	88	119	137	1
180	3	0.223090814394400	0.107734806629834	105	142	137	1
182	3	0.206155725075207	0.0997506234413965	97	155	139	1
199	3	0.159765152294317	0.0922693266832918	83	115	122	1
204	3	0.184291891521866	0.107734806629834	89	144	140	1
208	3	0.161483321847305	0.116923076923077	92	133	116	1
216	3	0.204302952793993	0.0947630922693268	86	112	135	1
229	3	0.102674067597454	0.0922693266832918	73	113	110	1
263	2	0.116810908980225	0.0972568578553617	81	121	103	1
269	2	0.121604086761823	0.140077821011673	74	91	95	1
278	2	0.248409549044715	0.0972568578553617	97	161	148	2
309	2	0.217393191347770	0.0972568578553617	91	164	103	1
318	2	0.213624175387056	0.0972568578553617	88	171	140	2
319	2	0.136233698311913	0.0997506234413965	84	119	114	1
326	2	0.238548503830892	0.0997506234413965	83	169	135	1
